user,story,comment
sumoboy,13404758,1
SAI_Peregrinus,13571847,1
castdoctor,14238005,1
flamedoge,14414712,1
webmaven,13700492,1
tengbretson,14702676,1
gargarplex,13326535,1
NicoJuicy,13326535,1
poppingtonic,14034426,1
CM30,15342486,1
amiga-workbench,14899155,1
dustinkirkland,14189392,1
lowbloodsugar,15550735,1
vanekjar,13857887,1
Trids,15601729,1
pjacobson,15601729,1
alexeiz,14444914,1
dboreham,15342486,1
jes5199,15337730,1
mintplant,15342486,1
supergreg,15756062,1
akinalci,14154395,1
amq,13721452,1
paulprins,13410510,1
hoodoof,15742287,1
scj,14859740,1
aretec_ny,15601729,1
0xcb0,13682949,1
znpy,14266423,1
probably_wrong,13857086,1
callesgg,15800676,1
pacomerh,14386394,1
pwdisswordfish2,15946095,1
jcutrell,13792309,1
kiallmacinnes,13721452,1
toyg,14366825,1
aaron695,15254952,1
irrational,14462785,1
wehadfun,14462785,1
bambax,15228712,1
WalterBright,13648449,1
arrty88,15408800,1
simonw,15408800,1
adaml2017,14859740,1
khc,14023198,1
markbnj,14476421,1
jacques_chester,13541679,1
MattGreenburg,13541679,1
Pica_soO,14204702,1
energysavvy,15601729,1
nolanl,14516538,1
michaelgao,13541679,1
benrict,13541679,1
_pdp_,13423629,1
squarefoot,13752376,1
sytse,15442636,1
haterswillhate,14620608,1
haterswillhate,14620608,1
dartf,13541679,1
Too,14075720,1
gaius_baltar,15931730,1
Lxr,13960183,1
BakaKuna,15601729,1
Aardwolf,13471543,1
asdfk-12,15790687,1
batbomb,15886333,1
tptacek,13718752,1
bob23,15635144,1
mark_l_watson,15368353,1
city41,15553205,1
banku_brougham,15940144,1
OliverJones,13397145,1
minifigmaster,15309989,1
mattbgates,15315129,1
slavik81,15492248,1
dcx,15867918,1
0x0,14592745,1
aargh_aargh,15345483,1
r3m3mb3rm3,14362975,1
graphememes,15257541,1
alkonaut,14462785,1
rdrey,15116379,1
rancar2,13301832,1
ccenten,13301832,1
ryan606,15302707,1
callumlocke,14744783,1
necessity,14578380,1
crad,13610146,1
mofirouz,15946425,1
intrasight,15940318,1
gtani,14581273,1
noer,13816627,1
anigbrowl,13450143,1
soheil,13688595,1
cybus,14238005,1
joshfraser,14664417,1
steipete,15148885,1
camerond,15148885,1
patv,15148885,1
eatonphil,15148885,1
Psilidae,14394465,1
exhilaration,14393991,1
wrycoder,14393991,1
indus,15974603,1
gleb,14505378,1
kumarm,13584097,1
BayLabs,15601729,1
syntheticnature,15956811,1
stevenleeg,15421704,1
peterhartree,15421704,1
whatnotests,15072558,1
jlebrech,14444914,1
GlenTheMachine,15444607,1
JepZ,14049868,1
hl5,13338592,1
flexie,15072558,1
miscreanity,14899155,1
prirun,13746830,1
reitanqild,14962634,1
Outrageous,15147660,1
thrillgore,14836653,1
eptakilo,15237896,1
nik736,15237896,1
m_st,15237896,1
anonyfox,13375337,1
wpovell,14757687,1
GuiA,14458955,1
Will_Parker,14458955,1
anw,13503067,1
qq66,15553205,1
nikon,14452819,1
asiadminacct,15601729,1
kevinherron,15601729,1
jmpm,15601729,1
dbenamy,15824597,1
kzrdude,13601451,1
openmosix,14447393,1
johnjuuljensen,15521743,1
jwilk,15685454,1
evacchi,14046446,1
unlmtd,14043631,1
dbingham,15384262,1
samlewis,16024624,1
rqebmm,14403036,1
whipoodle,14997941,1
60654,14997941,1
goalieca,14998081,1
ungzd,14996715,1
convolvatron,14649727,1
majormav,15824597,1
sebow,14620608,1
lynnetye,15908812,1
amatheus,15432720,1
bognition,13481218,1
benkarst,15624677,1
cocoloco,14002821,1
petetnt,15339983,1
bowmessage,15337730,1
zobzu,14386394,1
JepZ,15686653,1
exabrial,13942345,1
jimbobimbo,15321015,1
69mlgsniperdad,13810015,1
pendu,13816627,1
iamseiko,13817883,1
algesten,15232147,1
znfi,14068280,1
imron,15624677,1
rb808,15686442,1
KayL,13489100,1
Lucadg,13489156,1
cjbprime,15819093,1
nextos,13406638,1
jcoffland,15131370,1
tmikaeld,14075720,1
gamad,15395946,1
sunstone,15160149,1
tamentis,14238005,1
nbhartiya,14238005,1
jlebrech,14495893,1
dbatten,15940144,1
morecoffee,13700492,1
aorav,15969511,1
VectorLock,15676737,1
stereobit,14701460,1
valuearb,15927132,1
stepri,15438894,1
azernik,13853150,1
schnevets,14639967,1
usgroup,13585104,1
krallja,15635144,1
davidsawyer,13755673,1
kevinburke,13392620,1
AWebOfBrown,15451442,1
vishalkgupta,14238005,1
floatboth,14239194,1
sugarpirate,15824597,1
nautilus12,15862278,1
chrishacken,13326535,1
dayaz36,16025112,1
chockablock,15318440,1
ja30278,13921433,1
esseti,14435219,1
majani,14437921,1
kevinwang,14718089,1
timtadh,13551610,1
sevensor,15893911,1
xoshey,15845400,1
deavmi,14229412,1
suyash,13862284,1
headmelted,14154395,1
emmi,14238005,1
LeoPanthera,15940144,1
wtvanhest,15826445,1
JED3,15824597,1
facepalm,13595999,1
hourislate,15274339,1
buzzybee,13426896,1
mratzloff,15085159,1
mrmondo,15085159,1
Raynak,15395946,1
potench,13541679,1
tzahola,15675582,1
lukewrites,13837781,1
shard972,13547089,1
notacoward,14702676,1
nahyunk,14688684,1
mparrott,15601729,1
vit05,14403911,1
WalterBright,15461439,1
supergetting,13816627,1
innocentoldguy,14973506,1
SQL2219,15543371,1
mhuntley,15824597,1
stalller,15824597,1
nworbrecneps,15824597,1
rbanffy,15432720,1
eatitraw,14109158,1
5_minutes,14075720,1
atrachelt,13301832,1
asselinpaul,14516538,1
crankyadmin,14444914,1
gogolb,13400350,1
krzyk,13400350,1
rattray,14050049,1
jliptzin,14939976,1
iansowinski,14031619,1
Sami_Lehtinen,14159085,1
jstewartmobile,15662004,1
xfalcox,15306398,1
qwerty456127,15759562,1
Benjiben,13301832,1
rdl,15310664,1
gtallen1187,13648449,1
seanthussey,15824597,1
grondilu,14643712,1
setq,14644539,1
madishka,13541679,1
jasonchen913,13541679,1
RangerScience,13785564,1
ben1040,13783307,1
olivermarks,13785564,1
fridek,15173781,1
matt_oriordan,15148885,1
mosselman,15507871,1
bullen,14393501,1
johnobrien1010,14664417,1
steffan,13922419,1
nishs,15342758,1
NickGerleman,13593272,1
kukabynd,14356409,1
bploetz,14238005,1
codedokode,16030838,1
jefe_,13755673,1
jefe_,13755673,1
mdibaiee,15210022,1
cm2012,15133919,1
fleaflicker,13541679,1
gardncl,15384262,1
machinio,15384262,1
MR4D,13493752,1
rhabarba,15869800,1
worldofeunuchs,14673777,1
jimjimjim,14674460,1
Balgair,15890551,1
skraelingjar,15892066,1
pvsukale3,15892066,1
nwrk,15892066,1
MentallyRetired,15937448,1
lemonsqueeze,14332006,1
mkreis,14688684,1
shirro,13933696,1
kittenmittens,13520891,1
debt,15960747,1
milge,15451442,1
jrs235,15451442,1
djsumdog,15446217,1
s3nnyy,14688684,1
herodotus,15686442,1
joshrotenberg,14238005,1
samfisher83,13718586,1
Animats,14266423,1
lateguy,14238005,1
zoeyeung,14688684,1
a_t48,16001407,1
tzahola,15946095,1
purple-again,15946425,1
IanCal,14483409,1
najajomo,13857086,1
josteink,15021427,1
ThomPete,15046601,1
whoisthemachine,15278883,1
perseusprime11,15280064,1
ahartmetz,16001407,1
Mojah,13849430,1
ryankevans,14023198,1
wazoox,15502074,1
Steeeve,14959288,1
tgb,15460851,1
danielskogly,15909395,1
schiffern,14355051,1
danjoc,13721452,1
kylixz,15824597,1
sloankev,15824597,1
SirLJ,15031922,1
danjoc,14050049,1
Practicality,13922419,1
keksicus,14656945,1
chatmasta,13392620,1
thestephen,15222240,1
mike-cardwell,15222240,1
dingo_bat,15747519,1
dw2,14238005,1
jordanmoconnor,13877156,1
icanhackit,13481218,1
Entangled,13817557,1
tmaly,13816627,1
rudolf0,13493752,1
scandox,14238005,1
verroq,13837781,1
nerdponx,13837850,1
jaimex2,15423202,1
lushn,15168394,1
jenkstom,13660086,1
marai2,13601543,1
scottlegrand2,15265507,1
goldfishcaura,13541162,1
alexasmyths,15747519,1
frwo,13410510,1
kiflay,15046601,1
jorgemf,15331016,1
tolgahanuzun,15400037,1
aerovistae,15786703,1
politician,15342486,1
doublerebel,15969511,1
flgr,13541679,1
jesperlang,15155833,1
em3rgent0rdr,14707674,1
ianai,14707674,1
avaer,14707674,1
mattculbreth,15824597,1
ChuckMcM,13644959,1
suprgeek,13644959,1
jordanf,13541679,1
pacomerh,15892066,1
cakeface,14050049,1
hello_there,15232147,1
LeicaLatte,15230871,1
foota,15203446,1
dynjo,14223020,1
l34ch,13382963,1
rsync,13955981,1
ece,15066729,1
amichal,14902696,1
Tostep,14238005,1
cbsourcery,15601729,1
anonymousDan,16015539,1
finid,13941923,1
osrec,15759562,1
ggreer,13347852,1
euphoria83,13684439,1
philliphaydon,13389935,1
bluedino,15969511,1
jayflux,14330547,1
TaylorAlexander,14962634,1
pondruska,13541679,1
brightball,14497295,1
curo,14688684,1
tcbawo,14949978,1
SonOfLilit,14701460,1
mtalantikite,14043631,1
siliconc0w,14044517,1
vilius,15460851,1
est,15304242,1
petergatsby,13717321,1
libpcap,13716511,1
neelkadia,15771168,1
neelkadia,15771168,1
Arallu,13447340,1
meddlepal,13831277,1
erikb,14752392,1
Vertirigian5,13394900,1
Philipp__,13977982,1
supersan,14497295,1
threeio,15409376,1
gwu78,13981184,1
cmurf,13981184,1
blahedo,15222240,1
lucidrains,14182262,1
thinbeige,15321015,1
zerotolerance,15772065,1
bkeroack,15718686,1
jaggederest,15543371,1
KirinDave,14256300,1
jvehent,13507993,1
jbaviat,13837850,1
alliao,14683964,1
shabbyrobe,15491553,1
dovdovdov,14145388,1
cocktailpeanuts,15553205,1
wolco,15316175,1
cwbeck,14662373,1
phereford,13682022,1
jmduke,13682022,1
shill,13682022,1
sdfjkl,13520891,1
guard-of-terra,13520891,1
gadgetoid,15892066,1
JohnStrange,15642116,1
Tokkemon,13406119,1
polock,15845400,1
banach,14772926,1
EGreg,15584456,1
DanielBMarkham,15584456,1
muxator,15617615,1
AhtiK,13330611,1
eranation,15878197,1
timac80,13673962,1
leesalminen,14757687,1
libeclipse,14823807,1
nstart,14918911,1
jcnhvnhck,14238005,1
hasenj,15723926,1
drefanzor,15941428,1
GrumpyNl,15940318,1
frugalmail,13886105,1
jpalomaki,15886333,1
rackforms,13404758,1
giancarlostoro,15863182,1
yequalsx,13435634,1
chesserik,14539770,1
patrickg_zill,13579226,1
stabbles,15786802,1
zherbert,15940318,1
burner11,14968626,1
molx,15950599,1
naasking,13319904,1
nashashmi,14673777,1
carbocation,15196309,1
ringaroundthetx,15195510,1
specialdragon,14023198,1
druml,14023198,1
rchaud,15432720,1
smrtinsert,15460851,1
nottorp,15921692,1
lordCarbonFiber,13601451,1
Esau,13601451,1
Filligree,13601451,1
rhc2104,15601729,1
hannob,13733481,1
visarga,15447706,1
pdeuchler,15447706,1
andygambles,13372985,1
yodsanklai,15695326,1
256cats,15694118,1
xg15,14257744,1
wiradikusuma,15189949,1
dingo_bat,14054785,1
j_s,14050049,1
scanr,14688684,1
globblob,14688684,1
AceJohnny2,14884992,1
asabjorn,15808124,1
justthisguy,15756062,1
didibus,14763111,1
untog,15321015,1
marenkay,15321015,1
xahrepap,15546536,1
sliken,15546536,1
unwind,13966241,1
sametmax,13552747,1
johnward,14784900,1
ckastner,13857887,1
robinhood,14497295,1
wolfram74,13999378,1
aidos,13999378,1
themgt,13999378,1
whoiskevin,13607890,1
wwarner,14280569,1
i_don_t_know,13682949,1
revmoo,15878197,1
aruvira,15878197,1
jamiesonbecker,15368353,1
thallian,15694118,1
irishbro,15694430,1
hsnewman,15318440,1
floydtom2,14386394,1
petra,13849430,1
burchtanir,13840282,1
tanilama,14806393,1
siliconc0w,14971326,1
petercooper,13603575,1
my_first_acct,14966002,1
traviswingo,15230871,1
tbodt,15704730,1
bradavogel,13301832,1
En_gr_Student,15193892,1
invisible,14688684,1
guptaneil,14688684,1
femto113,14476421,1
captainmuon,15050841,1
rlanday,13707547,1
eganist,15969511,1
DennisAleynikov,15969511,1
KurtisL,14688684,1
corford,14664417,1
lloeki,14411126,1
pjacobson,15384262,1
yxhuvud,15951825,1
b01t,13755673,1
soared,15234207,1
rrtwo,13656192,1
ungzd,14009963,1
andrest,13541679,1
philfreo,13541679,1
dboreham,13688595,1
innovate,15200955,1
Animats,15203446,1
CM30,14218270,1
arunc,14275805,1
herickson123,14060846,1
brightball,15629308,1
jpalmer,15695326,1
agentgt,14612680,1
libpcap,13426896,1
caseus515,15601729,1
TripleH,13541679,1
brittanie5340,13541679,1
pekr,14612680,1
cypherpunks01,14189392,1
nunez,15862278,1
DoofusOfDeath,15862278,1
dbg31415,15203446,1
ixtli,15771168,1
kakarot,15771168,1
stygiansonic,15196309,1
rphlx,15193892,1
oneplane,15195510,1
lutusp,13890618,1
codermobile,15297915,1
jvannistelrooy,15297915,1
yuvalkarmi,15316175,1
unixhero,15742287,1
muthdra,15466599,1
odbol_,14275805,1
MicroBerto,13507993,1
pknerd,13520891,1
gnicholas,15813107,1
thinkloop,13684439,1
rdtsc,13682949,1
chrisjohn93,14962634,1
nicklaf,15131525,1
johnsonjo,16035402,1
matteocontrini,16036121,1
manmal,14320392,1
TheAceOfHearts,14962634,1
JumpCrisscross,14745936,1
rb808,15306398,1
nikolay,14149570,1
adventured,14139186,1
dbuxton,13301832,1
rurban,13887295,1
scooter_de,15965653,1
imron,13559662,1
davesque,13932226,1
beachbum8029,14790251,1
belovedeagle,14786358,1
givan,14002821,1
jordache,13747414,1
eanzenberg,14790251,1
cvburgess,13831277,1
Transisto,13439828,1
AlexCoventry,13682022,1
Blazespinnaker,15924794,1
owenversteeg,14310617,1
bloomca,14836653,1
jeffnappi,15601729,1
itajaja,15601729,1
PaulKeeble,14661285,1
mherdeg,14797616,1
kin,13601543,1
OliverJones,13837781,1
woliveirajr,13837850,1
Abishek_Muthian,13629593,1
brynjolf,13635230,1
fnwx17,15543371,1
nanospeck,13837781,1
tankerdude,14310617,1
spsful,14309194,1
drumttocs8,14733829,1
Naveg,13541679,1
edawerd,13541679,1
pjmlp,15066729,1
sklivvz1971,13752887,1
macca321,13752887,1
johnhenry,13718752,1
kobeya,13960183,1
nitramm,14718089,1
mrkrabo,14839178,1
pxeboot,14839178,1
xbryanx,13790871,1
seltzered_,15559428,1
milankragujevic,14578807,1
mkj,13887295,1
md2be,14568468,1
m3kw9,15360362,1
throwaway987321,13423629,1
tuan,14718089,1
thomastjeffery,13960183,1
cwkoss,14914447,1
sidcool,13682022,1
slr555,14811721,1
ethomson,15384262,1
atuschman,13541679,1
SCM,13541679,1
d3sandoval,14750627,1
timc3,13831277,1
ghaydarov,15800676,1
pashariger,13804522,1
g00gler,15905048,1
Philipp__,15491553,1
mangecoeur,15655840,1
suhailpatel,14023198,1
Shatnerz,15148885,1
namesbc,14223020,1
kubatyszko,14023198,1
EddieRingle,14703661,1
fhoffa,13769727,1
biztos,13426896,1
dsun184,13421608,1
mtgx,15246197,1
qu4z-2,15409376,1
49531,13547089,1
marcelsalathe,13817883,1
desaiguddu,13817557,1
icelancer,14807779,1
viach,15950599,1
aargh_aargh,14422785,1
WalterBright,14313797,1
toplulz,14152688,1
talmand,13887853,1
y3sh,14009963,1
40acres,15974603,1
jermaustin1,15749150,1
todd_sherman,13301832,1
bluejekyll,13607359,1
ryanisnan,14219384,1
ams6110,14979642,1
sergiotapia,13747414,1
throwanem,13682949,1
projektfu,13682022,1
anjc,13658615,1
Nicholas7900,15867918,1
rdoherty,13301832,1
Keyframe,14772926,1
openthito,15754287,1
mdekkers,13537052,1
jenscow,15795808,1
dmitriid,15937448,1
imron,14269590,1
manishsharan,15990559,1
tastythrowaway,15867918,1
JoshMnem,15050841,1
avg_dev,14309194,1
daemonk,14536410,1
1024core,14495405,1
agentofoblivion,15909395,1
jpeg_hero,13718586,1
ruang,13867016,1
innocentoldguy,13635230,1
rubicon33,13924546,1
caroherm,14044517,1
Scarblac,15858197,1
grehce,14238005,1
ryanmarsh,14351324,1
fastier,15012883,1
Vel0cityX,15951825,1
wolfd,14993216,1
aqsalose,14574444,1
jug,13489100,1
inuhj,14417758,1
spydum,14346652,1
dabockster,14757687,1
TLLtchvL8KZ,13759706,1
oever,14462785,1
alanfranzoni,15338382,1
azinman2,15338382,1
eeZi,14452819,1
ordbajsare,14357881,1
panzer_wyrm,14357881,1
interfixus,14357881,1
jwildeboer,13775667,1
amelius,14013996,1
SZJX,13547089,1
mabbo,15367531,1
claytoncorreia,15601729,1
kennedy,14605342,1
patrickdavey,15451442,1
DigitalSea,13747414,1
SpicyPython,13922482,1
rb808,14708350,1
octopi,14238005,1
tostitos1979,14108797,1
guelo,13726274,1
intrasight,13426494,1
galfarragem,15857833,1
lawthemi,14448404,1
rdiddly,15168394,1
perfmode,13696004,1
siner,14437921,1
msoad,14901051,1
curtis,15941428,1
daodedickinson,15940144,1
yuhong,15940144,1
Dayshine,15094639,1
atoombs,15384262,1
aamederen,13817557,1
CGamesPlay,13372985,1
partycoder,15980653,1
november84,13541679,1
can-onedrive,13932226,1
ajb,14998429,1
carlob,14182262,1
setgree,15800676,1
dcw303,14297289,1
cbanek,14297289,1
czcar,14238005,1
breadtk,14238005,1
jjgreen,15008076,1
kristaps,14182262,1
marmaduke,14547393,1
zackmorris,13309025,1
userSumo,15309989,1
reinhardt1053,15321015,1
fred_is_fred,13920111,1
hyperpallium,15969511,1
chrisper,14533116,1
mesozoic,15467854,1
philippeback,14401399,1
musgrove,14401399,1
jgrahamc,14763111,1
huangc10,13437905,1
unixhero,15754988,1
partycoder,15500836,1
evand,15601729,1
sctb,14548030,1
jadbox,15243202,1
Allower,14592745,1
prirun,14620608,1
freedomben,15790687,1
antjanus,15824597,1
stusmall,15824597,1
toddaaro,15824597,1
alfon,14417758,1
agumonkey,15321015,1
TeMPOraL,13498365,1
hendry,14605342,1
satyajeet23,13478514,1
tnone,14744068,1
etsy,15148885,1
abalone,13369510,1
vorotato,15655840,1
Overtonwindow,14990137,1
CmdrKrool,15686653,1
JepZ,14711153,1
noncoml,15642116,1
fazanhabib,14688684,1
s2Prague,14688684,1
lobster_johnson,13543927,1
bradezone,15210022,1
ptr_void,15806500,1
indubitable,15806500,1
pdog,14195664,1
speeder,14195664,1
djhworld,15428526,1
jcoletti,15017126,1
tjbiddle,13713480,1
EvanAnderson,13498365,1
Jerry2,13857086,1
salim_211,14023198,1
alie,13541679,1
quotha,15254952,1
FabioFleitas,13541679,1
jcnhvnhck,13541679,1
dep_b,13856443,1
SgtSauceBoss,15448996,1
jacquesm,15511285,1
airfoil,15584124,1
cJ0th,15931730,1
linkmotif,15931730,1
iamben,14699397,1
barbolo,15131525,1
stereobit,15337730,1
tellarin,15384262,1
JeanMarcS,15786802,1
natvert,13593272,1
fernly,13909365,1
ythn,14361039,1
soheil,13870199,1
neelkadia,15642116,1
EddieLomax,15601729,1
leapmotion_alex,15384262,1
jaman4dbz,15148885,1
srikz,13543927,1
togasystems,15451442,1
tylerjaywood,15451442,1
alvern,13941923,1
riekus,15694118,1
chkuendig,15694018,1
baybal2,15694018,1
0xdeadbeefbabe,13319904,1
godzillabrennus,15694926,1
leadingthenet,15694926,1
Risse,15694118,1
illamea85,15694926,1
asnoh,15601729,1
iliketosleep,14219384,1
fagnerbrack,13718752,1
Shivetya,14369109,1
llamataboot,15800676,1
cheez,14011793,1
hutzlibu,15480334,1
pvelagal,15651510,1
NumberCruncher,14145388,1
spcelzrd,14146850,1
jcg8802,15195510,1
thrillgore,14931004,1
betaby,14930895,1
madisfun,15821575,1
dreeves,15421704,1
dheera,15940318,1
sytelus,15941428,1
chefandy,14919845,1
poushkar,15439967,1
rsweeney21,13932226,1
amelius,14644539,1
pwinnski,15559428,1
chrisweekly,15637111,1
PaulRobinson,13354329,1
leoc,15368353,1
deepGem,14417758,1
tixocloud,15544378,1
jumpkickhit,15432720,1
Stefaniastoia,15384262,1
rumcajz,13886885,1
robbiemitchell,14952787,1
mythrwy,14952787,1
realPubkey,13601451,1
denvercoder904,15892066,1
kyle-rb,15890551,1
blumomo,15892066,1
knolan,15969511,1
Hondor,13297792,1
_pdp_,15629308,1
avs733,15853374,1
deevolution,14518542,1
unixhero,14350293,1
pfista,14351324,1
MakeUsersWant,13909365,1
makecheck,13909365,1
nommm-nommm,14141454,1
tehabe,14892980,1
pwdisswordfish2,15845400,1
robotbikes,15749150,1
senthilnayagam,15793473,1
pjzedalis,15789108,1
michaelmior,13933696,1
icecoldrocks,14942902,1
readhn,14023223,1
thafuzziest,13816627,1
intrasight,13976938,1
sudders,15052691,1
Companion,14971326,1
lurr,15902054,1
S_A_P,14960597,1
Exuma,15694926,1
davidw,14146850,1
cpolis,14146850,1
blunte,14146850,1
katastic,16001407,1
Mholli40,13541679,1
qixxiq,15148885,1
baby,15092707,1
spark1,14023198,1
mrb,13713480,1
hashkb,15147660,1
benthehenten,14023198,1
capkutay,13529792,1
kzisme,15417019,1
logicallee,13576236,1
treyreynolds,15601729,1
DLinDeepSoma,15601729,1
gimili,15601729,1
theWatcher37,14505073,1
hxta98596,14299628,1
hans0l074,13648449,1
MylesHiIdebrand,13507993,1
fairpx,15492248,1
Dunedan,14411126,1
cakedoggie,14901051,1
romanovcode,13433927,1
retroryan,15824597,1
cubano,14508921,1
Akujin,13990391,1
jszymborski,14639908,1
rogerthis,13810015,1
peternicky,15324954,1
callahad,15338382,1
apo,13876514,1
ismail,13541679,1
Tharkun,14362975,1
encoderer,14039135,1
Sami_Lehtinen,14291412,1
codelitt,15384262,1
tylerjaywood,14644539,1
alankay1,14118290,1
johngalt,13531707,1
coinspectapp,14688684,1
corvallis,15940318,1
dopamean,13726274,1
goatherders,14146850,1
cprayingmantis,15294171,1
wodenokoto,13915808,1
dcoshow,14688684,1
peternicky,14477851,1
silverthorn,15148885,1
outericky,15148885,1
tdooner,15148885,1
desireco42,13421608,1
JSJunky,15338382,1
tylersmith,15193892,1
morgzilla,13726274,1
twsted,13867590,1
LoonyBalloony,13867590,1
Etheryte,14476421,1
bitmapbrother,13649523,1
gfloyd,15148885,1
astrocat,15021427,1
SomeHacker44,14539770,1
joekrill,15384262,1
Cyphase,13721452,1
ziikutv,14620608,1
caconym_,13459740,1
xurukefi,14952787,1
idlewords,15439967,1
rdsubhas,15066729,1
hutch120,15438894,1
prodtorok,15441537,1
salimmadjd,15254952,1
niftich,13421608,1
ultrahate,13672482,1
jankotek,13591561,1
mikekij,13591561,1
welsh,15304242,1
mediocrejoker,14495893,1
ErikaR,15824597,1
djohnston,14703661,1
dethos,14087381,1
cbhl,14087381,1
rsanheim,14087002,1
mlent,14023198,1
nicolashahn,14023198,1
heyadayo,14023198,1
blt,15116379,1
KingMob,14361425,1
billions,13830587,1
nodesocket,13831277,1
alpb,13877156,1
Dangeranger,13877156,1
iplaw,13877156,1
artpop,14465243,1
faragon,14320392,1
daveheq,14703661,1
futang44,14707674,1
iamcwu,15339983,1
hazelnut,15339983,1
tommynicholas,15398550,1
joeldg,14245354,1
mg74,15723926,1
eagleeyedtiger,15695326,1
eternalban,15775548,1
bucko,15771168,1
rhcom2,14223020,1
ksec,15931730,1
nathan_f77,14361425,1
Lordarminius,14477851,1
tboerstad,15858197,1
almog,13955981,1
chollida1,14545382,1
mdevere,14816008,1
andrewbinstock,14816008,1
icc97,15675582,1
adenta,15601729,1
Apocryphon,14901051,1
wyager,14643712,1
jff,13696004,1
tmrmn,15368353,1
AdmiralAsshat,15368353,1
hirsin,14911467,1
Invictus0,14911467,1
aanm1988,13886626,1
celticninja,14182262,1
touchofevil,14338328,1
omarforgotpwd,14338328,1
KurtMueller,13755673,1
svemt,14688684,1
mmcnl,15321015,1
gesman,13585104,1
scoot,15635144,1
SiddarthaBuddha,13392885,1
peq,14002821,1
garganzol,13797042,1
lavalampkid,14159085,1
kjhughes,14161876,1
jpfed,15009759,1
nishparadox,15893911,1
dbalan,13629344,1
adenta,15824597,1
mattchamberlain,15824597,1
nickjj,15243202,1
siliconc0w,15994410,1
krystiangw,13966241,1
ianmcgowan,14159085,1
macinjosh,15749150,1
nthj,15657887,1
volent,14694283,1
urs2102,13909656,1
chrisacky,14238005,1
sashagitlab,14238005,1
copenja,14550060,1
christophilus,15667778,1
SuperDuperTango,15384262,1
mike_heffner,15384262,1
kleebeesh,13668916,1
brndnmtthws,16015539,1
kabdib,15237896,1
Walkman,13537052,1
jedisct1,13450143,1
SubiculumCode,15085159,1
grenoire,13400291,1
alphast0rm,13400350,1
imateapot,15384262,1
dr1337,16025112,1
bongonewhere,14256300,1
jimnotgym,13453189,1
jolesf,15969511,1
tlow,13601451,1
acd,13385873,1
chewzerita,15210022,1
patmcguire,13682949,1
probablycarrots,14366825,1
_RPM,14497295,1
disque71,14109158,1
gargarplex,13421298,1
kahlonel,15960747,1
megamindbrian2,15931730,1
lngnmn,13338592,1
Angostura,14418877,1
newman314,13755673,1
stevoski,15168467,1
haxiomic,13601543,1
buro9,13426896,1
jMyles,13426896,1
PaulHoule,13426896,1
badosu,14537506,1
knicholes,14004329,1
Retric,15827369,1
jacquesm,14108797,1
smaili,15417019,1
zghst,15417019,1
snewman,13437905,1
koolba,15686442,1
darawk,15789108,1
jondubois,15789108,1
nickpsecurity,16035402,1
dplatzman,13541679,1
sidcool,13607359,1
jstoiko,14403911,1
mathnode,15456833,1
taytus,15534034,1
yeukhon,14401399,1
mar77i,15492248,1
i336_,14548030,1
gigatexal,14547393,1
scottndecker,13326535,1
coderholic,13326535,1
fosco,13941011,1
kelvin0,13309610,1
_navaneethan,13921433,1
c3534l,15342486,1
dawnerd,15389727,1
danielstocks88,15384262,1
frik,15921692,1
outcomes,14023198,1
matt_wulfeck,14707674,1
iopuy,14707674,1
mthoms,13566951,1
hartator,14403036,1
eatbitseveryday,13909365,1
zump,13718586,1
Ace17,14297289,1
mattbgates,14998081,1
kingkool68,15451442,1
anotherevan,15451442,1
callumprentice,13707547,1
JohnHammersley,15424478,1
brainbotger,15148885,1
kome,14094083,1
markhall,14911467,1
rivo,14805265,1
lochlainn,15291961,1
rdtsc,15195510,1
Neliquat,13296502,1
banku_brougham,13509509,1
Gustomaximus,15718686,1
chickenbane,15718686,1
rrggrr,15657887,1
partycoder,13909656,1
sharno,15931730,1
k_bx,15951825,1
thrillgore,14592745,1
zstiefler,14664417,1
frankmoodie,13406119,1
catnaroek,13406119,1
tofflos,14043631,1
muddysky,13450143,1
rlpb,13450143,1
dorait,13571847,1
SeanDav,15515292,1
alexdunn,13541679,1
jbdowney,13541679,1
ckridler,13541679,1
bsder,14568468,1
andrewjl,15451060,1
pingec,13909365,1
yazbo_mcclure,14159085,1
scns,14154395,1
chrisallick,13296502,1
bayesian_horse,14656945,1
Jumziey,15046601,1
botswana99,15384262,1
kazinator,14501894,1
CopyZero,13977982,1
jobu,14394465,1
dmitrygr,14852270,1
whoishiring_ch,15824597,1
cbanek,15824597,1
gumby,14266423,1
unify_id,15384262,1
Sam_Harris,15478078,1
halayli,15695326,1
sergiotapia,14463989,1
sixothree,13981184,1
jotaen,14688684,1
adhsu01,14688684,1
dogas,14688684,1
boyd,14688684,1
quantson,14688684,1
warcher,15222240,1
dmalvarado,15222240,1
runeks,13644959,1
mcintyre1994,13414570,1
apognu,14308189,1
profpandit,13301832,1
scott_karana,13347852,1
NotThe1Pct,13347852,1
nmstoker,15756062,1
sandworm101,14139186,1
ozaark,14452832,1
brightball,14351324,1
agentultra,15407761,1
jannettee,14952787,1
real-hacker,14462384,1
Dowwie,15704730,1
deadmetheny,15756684,1
MindTwister,15133919,1
rizz0,13541679,1
barronli,13533661,1
drichelson,13541679,1
azizsaya,15483231,1
pablo_fiesta,13856443,1
revelation,15332819,1
phkahler,14105721,1
aaronharnly,13729525,1
