anime_id,title,alpha,omega,zeta
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,164,138,82
6213,Toaru Kagaku no Railgun,95,24,55
5020,Zettai Shougeki: Platonic Heart,37,15,200
2824,Barbapapa Sekai wo Mawaru,169,219,178
4200,Dirty Pair OVA,192,196,178
9940,Mai no Mahou to Katei no Hi,156,164,188
19159,Genshiken Nidaime OVA,68,122,122
12037,What&#039;s Michael? 2,126,219,196
23539,Gudetama,109,15,178
33474,Haha wo Tazunete Sanzenri (Movie),198,61,195
334,Marmalade Boy,130,113,178
18941,Shimajirou no Wow!,97,142,219
27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,91,137,207
31980,Okusama ga Seitokaichou! OVA,172,133,133
116,El Hazard: The Wanderers,67,175,175
36525,Dorei-ku The Animation,162,68,207
36823,Huyao Xiao Hongniang: Beishan Yaodi,162,68,77
5914,Kanamemo,190,31,193
6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,94,133,151
895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,182,33,126
1591,Kujibiki♥Unbalance,25,196,140
604,Mahou no Stage Fancy Lala,160,149,175
2927,Kimikiss Pure Rouge,207,111,47
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,103,164,214
3430,Blame! Prologue,49,213,130
32574,Kekkai Sensen: Ousama no Restaurant no Ousama,175,119,108
31414,Nijiiro Days,175,119,169
137,Hunter x Hunter: Yorkshin City Kanketsu-hen,61,174,123
6993,Koneko no Rakugaki,156,164,149
1047,On Your Mark,49,213,169
597,Neko no Ongaeshi,48,41,146
15811,Girls & Panzer Specials,94,133,151
32740,Girls & Panzer Movie Specials,80,109,109
24625,Gundam Build Fighters Try,196,10,151
3604,Hidamari Sketch x 365,43,169,123
4181,Clannad: After Story,51,41,105
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),10,196,207
36297,Hachigatsu no Cinderella Nine,126,219,15
34281,High School DxD Hero,172,133,49
32899,Watashi ga Motete Dousunda,175,119,4
1070,Love Get Chu,25,196,175
31715,Working!!!: Lord of the Takanashi,1,47,29
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,203,82,126
167,Scrapped Princess,89,57,47
10638,Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,68,122,47
37505,Grancrest Senki Tsuisou,162,68,49
3003,Yumedamaya Kidan,156,164,172
7793,Ring ni Kakero 1: Kage Dou-hen,169,219,49
36468,Shoujo Shuumatsu Jugyou,162,68,188
23137,Girls & Panzer Heartful Tank Disc Picture Drama,91,137,188
34239,Mutsugo to Ouma no Monogatari,179,137,3
33080,Brotherhood: Final Fantasy XV,134,82,4
33213,Onizushi,157,195,184
21085,Witch Craft Works,161,4,169
10324,Tono to Issho: Gantai no Yabou,156,164,214
34888,Makeruna!! Aku no Gundan!,91,137,116
37187,Kuiba Yao Xia Zhuan,55,142,95
35220,Youkai Apartment no Yuuga na Nichijou,175,119,186
1055,Blame!,49,213,94
37258,Omae wa Mada Gunma wo Shiranai,165,137,94
19367,Galilei Donna,149,59,82
6684,Marie & Gali Special,91,137,149
8244,Keshikasu-kun,29,142,219
33447,Piace: Watashi no Italian,158,121,188
5231,Inazuma Eleven,98,186,124
2708,Wankorobee,105,61,95
34863,Zoku Touken Ranbu: Hanamaru,218,207,119
10155,Dog Days,94,133,82
34028,Idol Jihen,158,121,116
35559,Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...,117,167,49
31418,KanColle Movie,80,109,109
28,Yakitate!! Japan,15,82,169
33975,3-Nen D-Gumi Glass no Kamen,91,137,178
1303,The Animatrix,70,169,126
2124,Code Geass: Hangyaku no Lelouch Recaps,116,148,169
33979,Kowaremono: Risa Plus The Animation,163,137,166
35512,Honoo no Haramase Oppai: Ero Appli Gakuen The Animation,14,15,116
1474,City Hunter: Ai to Shukumei no Magnum,133,149,178
14127,Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,120,137,116
6500,Seikon no Qwaser,32,66,147
32195,Junjou Shoujo Et Cetera Specials,126,219,49
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,56,137,89
14093,Pokemon Best Wishes! Season 2,38,207,173
5902,Hyakujitsu no Bara,45,166,161
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,142,185,97
26123,Seitokai Yakuindomo* OVA,1,47,47
462,One Piece Movie 4: Dead End no Bouken,203,82,126
4211,Hareluya II Boy,169,219,184
1526,Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,114,201,82
12175,Koi to Senkyo to Chocolate,161,4,4
1722,Nagasarete Airantou,131,106,79
8516,Baka to Test to Shoukanjuu Ni!,95,24,29
26359,Persona 4 the Golden Animation: Thank you Mr. Accomplice,162,68,188
6774,Kuuchuu Buranko,70,169,205
22377,Wonder Momo,165,137,116
942,Nishi no Yoki Majo: Astraea Testament,130,113,209
36732,Qin Shi Ming Yue: Tian Xing Jiu Ge,55,142,219
6397,Tentou Mushi no Uta,126,219,178
4890,Peut-etre Toi,156,164,178
36010,Heartful Maman The Animation,14,15,116
6031,Osu!! Karate-bu,82,15,49
35860,Karakai Jouzu no Takagi-san,1,47,135
8110,Fukubiki! Triangle: Miharu After,154,137,200
19029,Yuyushiki: Nyanyashiki,103,164,69
16001,Kokoro Connect: Michi Random,139,55,29
23619,Haiyore! Nyaruko-san W OVA,178,187,133
12355,Ookami Kodomo no Ame to Yuki,171,41,29
811,I&#039;&#039;s Pure,207,111,33
6067,Moeru! Oniisan,126,219,184
1097,Lime-iro Senkitan,37,15,140
367,Akazukin Chacha OVA,109,15,178
6718,Yamato 2520,81,15,207
27681,Sasurai-kun,206,142,95
34720,In Search of Axis,123,61,125
31618,Kanojo ga Kanji wo Suki na Riyuu.,91,137,116
7748,Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,72,179,4
5028,Major S5,36,157,29
22699,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,162,68,207
35612,Himitsukessha Taka no Tsume x Glass no Kamen Desu ga,60,95,95
20479,Choujigen Game Neptune The Animation OVA,94,133,156
25157,Trinity Seven,71,47,157
1397,Macross 7,53,213,91
9346,Battle Spirits: Brave,122,68,49
212,Project A-Ko,192,196,175
31019,Norasco (TV),206,142,95
1107,Youjuu Toshi,173,175,75
35676,Berserk: Majo no Tsuisou,162,68,94
8609,Detective Conan OVA 10: Kid in Trap Island,39,207,52
20449,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",178,187,109
28179,Miss Monochrome: The Animation - Manager,103,164,187
6201,Princess Lover!,131,106,195
15085,Amnesia,204,66,167
8041,Sennin Buraku,126,219,184
2112,Over Drive,188,189,169
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,175,119,169
25073,Makiba no Shoujo Katri Specials,146,61,48
16472,Sei Yariman Gakuen Enkou Nikki The Animation,154,137,89
3469,Maria-sama ga Miteru: Haru Specials,88,98,149
26395,Teekyuu 4,180,86,193
508,Tottoko Hamtarou,127,207,173
3630,Miracle Shoujo Limit-chan,126,219,196
134,Gunslinger Girl,207,111,126
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,107,41,29
6408,"""Bungaku Shoujo"" Movie",207,111,157
9253,Steins;Gate,87,55,105
928,Transformers Galaxy Force,187,178,178
470,Okusama wa Joshikousei (TV),186,175,92
30850,UFO Gakuen no Himitsu,91,137,49
32869,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,140,190,103
6635,Ayatsuri Haramase DreamNote,145,15,68
32555,Stella no Mahou,189,133,109
20001,Mouretsu Atarou,206,142,219
36003,Kimoshiba 2,29,142,219
5597,Natsu no Arashi!,68,122,193
35522,Stella no Mahou Specials,57,89,221
6095,Azuki-chan the Movie,169,219,149
34613,Garo: Honoo no Kokuin - Yurugaro,169,219,184
5118,Suzumiya Haruhi-chan no Yuuutsu,68,122,47
27775,Plastic Memories,197,24,29
324,Kidou Keisatsu Patlabor: On Television,147,213,141
32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,140,190,129
22693,Lady Jewelpet,148,207,89
2834,Miracle☆Girls,133,149,178
1727,Shinkyoku Soukai Polyphonica,170,209,49
1384,Kyuuketsuhime Miyu,187,178,178
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,15,82,169
3086,Strait Jacket,89,57,148
21809,Kenzen Robo Daimidaler,117,167,49
970,Yokoyama Mitsuteru Sangokushi,133,149,178
759,Tokyo Godfathers,150,41,97
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,159,108,157
12267,Takara-sagashi,81,15,184
7523,Fuku-chan no Sensuikan,169,219,15
11491,Recorder to Randoseru Do♪,129,167,10
1822,The Hakkenden,10,196,178
36548,Kokkoku,183,4,4
2221,Aishite Knight,133,149,178
14145,"Hanayaka Nari, Waga Ichizoku: Kinetograph",84,209,167
37590,Devilman: Crybaby - Digest Eizou,169,219,207
32191,Okitegami Kyouko no Bibouroku x Monogatari,103,164,89
114,Sakigake!! Cromartie Koukou,194,123,18
29163,Sore ga Seiyuu!,189,133,109
21073,Puchimas!!: Petit Petit iDOLM@STER,210,31,188
2545,Huckleberry no Bouken,109,15,178
23327,Space☆Dandy 2nd Season,194,123,205
868,Slayers Great,11,155,91
665,JoJo no Kimyou na Bouken: Adventure,53,213,33
203,Words Worth,177,15,149
1241,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,164,138,169
12237,Koi-ken!: Watashitachi Anime ni Nacchatta!,103,164,188
943,Yume Tsukai,143,200,140
23537,Two Down Full Base,96,142,219
1530,Kanon (2006),152,41,55
32826,Yuuki no Baton,162,68,89
285,Argento Soma,173,175,38
3660,Mahou no Idol Pastel Yumi,109,15,178
31442,Musaigen no Phantom World,118,147,4
6078,Al Caral no Isan,126,219,1
1038,Mizuiro,108,15,49
23319,"Suisei no Gargantia: Meguru Kouro, Haruka",178,187,109
45,Rurouni Kenshin: Meiji Kenkaku Romantan,61,174,29
419,Samurai Deeper Kyou,89,57,180
83,Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report,53,213,158
2923,Shugo Chara!,130,113,126
22789,Barakamon,171,41,29
30702,Victorian Maid Maria no Houshi,102,137,166
2516,Uchuu no Senshi,201,196,178
1427,Lupin III: Ikiteita Majutsushi,187,178,189
253,Jungle wa Itsumo Hare nochi Guu,49,213,42
1251,Fushigi no Umi no Nadia,167,117,108
34914,New Game!!,195,157,135
10390,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,187,178,68
32944,CoCO & NiCO,135,61,95
4586,Daisuki! BuBu ChaCha,109,15,200
2398,Digimon Adventure 02: Diablomon no Gyakushuu,74,108,124
11783,Dog Days&#039;,94,133,151
321,Najica Dengeki Sakusen,143,200,92
32915,Durarara!!x2 Ketsu: Dufufufu!!,175,119,169
5013,Juugo Shounen Hyouryuuki,169,219,184
10083,Shiki Specials,176,47,146
3570,Yadosagashi,109,15,207
3114,Chiisana Kyojin Microman,47,219,49
8456,Queen&#039;s Blade: Utsukushiki Toushitachi,141,159,133
8339,Kachou no Koi,151,68,137
37000,Bernard-jou Iwaku.: Ofuro Dokusho,126,219,49
25867,Rolling☆Girls,189,133,109
34277,"New Game!: Watashi, Shain Ryokou tte Hajimete nano de...",195,157,47
10406,Spelunker Sensei,138,164,196
31397,Mesu Kyoushi 4: Kegasareta Kyoudan,102,137,89
31994,Yami Shibai 3,200,133,190
21511,Kantai Collection: KanColle,94,133,82
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,75,4,60
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,136,157,24
148,Kita e.: Diamond Dust Drops,160,149,175
27957,Steins;Gate: Soumei Eichi no Cognitive Computing,164,138,4
30663,Docchi mo Maid,126,219,184
35443,Nui Nui Hinobori San Kyoudai,18,61,48
23289,Gekkan Shoujo Nozaki-kun,171,41,29
35254,Time Bokan: Gyakushuu no San Akunin,91,137,207
466,One Piece: Taose! Kaizoku Ganzack,101,148,109
34877,Kaettekita Dr. Slump: Arale-chan Special,34,61,195
2222,Dr. Slump: Arale-chan,187,178,178
23643,Nezumi no Yomeiri,157,195,125
19775,Sidonia no Kishi,183,4,104
25597,Vampiyan Kids Specials,97,142,219
10067,Angel Beats!: Another Epilogue,90,18,123
17729,Grisaia no Kajitsu,197,24,135
7266,Binkan Athlete,145,15,116
762,Bleach: Memories in the Rain,86,180,126
3655,Nabari no Ou,168,82,169
451,InuYasha: Tenka Hadou no Ken,211,82,169
839,Samurai Spirits 2: Asura Zanmaden,124,15,49
18617,Girls & Panzer Movie,195,157,18
4074,"Arano no Sakebi Koe: Hoero, Buck",169,219,49
33950,Black Clover: Jump Festa 2016 Special,175,119,190
33760,Shen Ming Zhi Zhou,55,142,95
32916,YanYan Machiko Specials,185,142,125
13601,Psycho-Pass,78,55,29
6604,Kuruneko,156,164,178
34543,Dive!!,218,207,68
473,Tide-Line Blue,143,200,178
22359,Sanzoku no Musume Ronja,49,213,188
35251,Sengoku Night Blood,165,137,68
36039,A.I.C.O.: Incarnation,214,99,109
8250,Soukou Kihei Votoms: Koei Futatabi,63,164,178
16904,K: Missing Kings,183,4,24
8449,Togainu no Chi,45,166,49
34374,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,80,109,89
8426,Hourou Musuko,30,17,157
23673,Ookami Shoujo to Kuro Ouji,1,47,157
1157,Final Fantasy: Unlimited,128,144,196
12921,Morita-san wa Mukuchi. Specials,103,164,188
7770,Yutori-chan,103,164,188
11209,Maken-Ki! OVA,32,66,49
12729,High School DxD OVA,172,133,157
36586,Kinyoubi no Yakusoku,199,95,95
9750,Itsuka Tenma no Kuro Usagi,213,147,49
34902,Tsurezure Children,1,47,185
29687,Duel Masters VSR,169,219,184
29865,BAR Kiraware Yasai,91,137,116
18419,"Boku no Imouto wa ""Osaka Okan"": Uchi no Oniichan wa Tokyo Rule",103,164,188
4306,Mizugumo Monmon,109,15,178
31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,31,190,169
34292,Kamigami no Ki,157,195,184
20971,Kiniro no Corda: Blue♪Sky,84,209,167
6462,Amefuri Kozou,109,15,116
8425,Gosick,95,24,29
2603,Mushi-Uta,89,57,140
953,Jyu Oh Sei,89,57,33
31861,Tenchi Muyou! Ryououki 4th Season,91,137,200
24977,Kana Kana Kazoku,60,95,95
13759,Sakurasou no Pet na Kanojo,139,55,29
27969,Hana to Alice: Satsujin Jiken,49,213,122
10832,Ikoku Meiro no Croisée: Yune & Alice,103,164,188
196,Onegai☆Twins,100,111,126
14183,Aitsu to Lullaby: Suiyobi no Cinderella,146,61,195
30543,Rasen Sokou no Dystopia,163,137,89
1186,Battle Athletess Daiundoukai (TV),192,196,175
8065,Karakuri Kengou Den Musashi Lord,7,61,15
28377,Choujikuu Robo Meguru,146,61,195
10595,VitaminX Addiction,169,219,1
31995,Kowaremono The Animation,163,137,89
5673,Apfelland Monogatari,109,15,49
3701,Kaiba,150,41,97
26019,Rokujouma no Shinryakusha!?,117,167,89
2709,Bakusou Kyoudai Let&#039;s & Go MAX,155,207,200
6657,Joshikousei: Girl&#039;s High Specials,103,164,140
15823,Shin Takarajima,157,195,184
815,Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,69,68,192
20801,Koakuma Kanojo The Animation,154,137,116
34812,ViVid Strike! Specials,57,89,188
3561,Dennou Boukenki Webdiver,109,15,178
3325,Yuusha Exkaiser,169,219,184
13799,Pokemon: Meloetta no Kirakira Recital,27,207,200
6895,Hakuouki,168,82,126
31633,Sushi Police,165,137,137
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,131,106,49
1234,Hand Maid Mai,25,196,140
3613,Toshokan Sensou,184,4,169
3391,Maicching Machiko-sensei,4,184,49
27419,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",178,187,187
3000,Taiho Shichau zo: Full Throttle,143,200,175
6768,Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,116,148,169
43,Ghost in the Shell,150,41,97
27831,Durarara!!x2 Ten,183,4,29
17637,Miyakawa-ke no Kuufuku,217,122,179
15389,Kremlin,169,219,49
23383,D-Fang!: Water!!,1,47,169
32897,Seishun Anime Zenshuu Specials,157,195,125
31018,DD Hokuto no Ken 2 Ichigo Aji+,91,137,166
5526,Pokemon: Pikachu no Natsuyasumi,127,207,82
35498,Boku to Misaki-sensei,102,137,89
35890,Enoshimans,104,142,95
572,Kaze no Tani no Nausicaä,48,41,29
2804,Hana no Mahoutsukai Mary Bell,109,15,178
9333,Koi☆Sento,129,167,69
17843,Inferno Cop: Fact Files,138,164,137
2050,Honoo no Tenkousei,173,175,213
819,Boku wa Imouto ni Koi wo Suru,207,111,169
4496,Zero Sum Game: Sex Crime,108,15,178
4581,Shikabane Hime: Aka,137,179,126
1544,Super Robot Taisen OG The Animation,187,178,178
1608,Salaryman Kintarou,10,196,178
3219,Gakuen Utopia Manabi Straight! Special,190,31,175
11285,Black★Rock Shooter (TV),161,4,7
35557,Houseki no Kuni (TV),195,157,97
1872,Saru Getchu: On Air,109,15,207
2926,Myself; Yourself,207,111,157
36191,Boku wa Sonzai Shiteinakatta,169,219,149
1661,Cutey Honey,192,196,175
21737,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",144,20,128
34240,Shelter,95,24,29
31456,Code:Realize - Sousei no Himegimi,42,121,49
9958,Hayate no Gotoku! Heaven Is a Place on Earth,94,133,10
5353,Chameleon (OVA),82,15,178
9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,49,213,42
33685,Cyborg 009: Call of Justice 1,187,178,178
34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,167,117,170
11659,Pink Mizu Dorobou Ame Dorobou,169,219,49
565,Steamboy,70,169,169
1218,Tonagura!,170,209,113
32171,Ange Vierge,158,121,133
11185,Kowaku no Toki,79,184,175
31564,Sansha Sanyou,189,133,109
33500,Acerola-chan,146,61,48
13137,Itsuka Tenma no Kuro Usagi Special,117,167,49
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,207,111,14
7337,"Hetalia Axis Powers Movie: Paint it, White",40,192,91
34866,Yu☆Gi☆Oh! VRAINS,122,68,207
17585,Myself ; Yourself Specials,162,68,190
18745,Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni,49,213,169
20543,Bayonetta: Bloody Fate,128,144,133
8234,Muumin,17,15,178
21235,Log Horizon Recap,31,190,143
10611,R-15,131,106,49
22695,Dragon Ball Z: Summer Vacation Special,162,68,207
3137,Tsurikichi Sanpei,133,149,178
3162,Makiba no Shoujo Katri,109,15,178
9922,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,131,106,133
502,Dragon Ball Movie 1: Shen Long no Densetsu,20,144,193
688,Uta Kata,119,175,31
1635,Ai Shimai 2: Futari no Kajitsu,177,15,175
7160,Yoroshiku Mechadock,126,219,15
37179,Mao Yu Tao Hua Yuan,41,142,95
1235,I&#039;&#039;s Pure Bonus,186,175,175
8408,Durarara!! Specials,125,157,29
2158,Terra e... (TV),66,193,146
19429,Akuma no Riddle,35,167,4
3670,Kikou Souseiki Mospeada,147,213,178
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,49,213,179
36197,Infini-T Force Movie: Gatchaman - Saraba Tomo yo,34,61,195
10017,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,20,144,103
35250,Urahara,158,121,137
7582,Reijoku no Yakata,145,15,200
29301,Kurage no Shokudou,49,213,59
12461,Hiiro no Kakera,204,66,49
795,Oniisama e...,49,213,32
5570,Binetsu Hime: Zange no Shou,126,219,184
27939,Afro Samurai Pilot,187,178,137
34085,Sakura Nagashi,49,213,89
34639,Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,14,15,116
55,Arc the Lad,143,200,175
34944,Bungou Stray Dogs: Dead Apple,179,137,89
22955,Francesca,165,137,116
33125,Shiiku x Kanojo: Tenshi no Kousoku-hen,163,137,89
23679,Strange+ Special,91,137,49
26449,Akame ga Kill! Recap,117,167,143
25991,Bishoujo Mobage: Mobami-chan,91,137,89
5053,Ai City,201,196,196
23945,Majimoji Rurumo,189,133,133
1236,SF Saiyuuki Starzinger,109,15,207
13599,Robotics;Notes,161,4,157
36573,dwarf Movie Lab,123,61,95
3466,Kino no Tabi: The Beautiful World - Tou no Kuni,219,47,157
8832,Shounen Ashibe 2,146,61,125
17727,Haitai Nanafa 2nd Season,91,137,188
31989,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,57,89,124
1375,Watashi no Ashinaga Ojisan,133,149,213
21677,Captain Earth,149,59,109
33236,Committed RED,47,219,184
16868,Sukitte Ii na yo.: Dareka ga,175,119,10
27709,Saki Biyori Animation,162,68,188
2176,Kiddy Grade: Ignition,119,175,200
31909,Wakaba*Girl: Onsen Tsukaritai,57,89,89
454,.hack//Gift,23,98,175
2965,Suteki Tantei Labyrinth,151,68,68
28999,Charlotte,197,24,29
33999,Sugar Bunnies Chocolate! Specials,96,142,219
6421,Fullmetal Alchemist: Brotherhood Specials,125,157,123
33672,Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,179,137,207
6868,Wansa-kun,157,195,125
10714,Towa no Quon 3: Mugen no Renza,22,82,126
29809,3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,102,137,116
35182,Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,111,207,178
84,Mobile Suit Gundam 0083: Stardust Memory,106,193,33
23225,Yuru Yuri Nachuyachumi!,195,157,123
2262,Sin: The Movie,201,196,189
629,Mahoutsukai Tai! OVA,192,196,175
2577,Tom Sawyer no Bouken,133,149,178
2185,Words Worth Gaiden,52,15,49
37188,Fumikiri Jikan,162,68,188
28351,Hikari no Megami,162,68,137
266,Gunparade March: Arata Naru Kougunka,89,57,38
1878,Kaze no Shoujo Emily,133,149,213
3019,Lupin III: Kiri no Elusive,187,178,35
1281,Gakkou no Kaidan,49,213,91
175,Tokyo Underground,89,57,49
11859,Queen&#039;s Blade: Rebellion,141,159,133
257,Ikkitousen,54,15,49
3911,Shuukaku no Yoru,52,15,49
5877,Abunai Sisters: Koko & Mika,124,15,207
2100,Silent Möbius 2,192,196,49
4082,Kaibutsu Oujo: Konsui Oujo,188,189,162
16774,Inferno Cop,195,157,34
934,Higurashi no Naku Koro ni,152,41,55
12963,Jewelpet Kira☆Deco!,33,15,3
29575,Mankitsu Happening,154,137,137
22777,Dragon Ball Kai (2014),134,82,126
1120,Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,114,201,82
1634,Ai Shimai: Futari no Kajitsu,177,15,175
30390,Sengoku Musou: Sengoku Musou High School,169,219,184
11771,Kuroko no Basket,112,55,29
34733,One Room Special,158,121,89
34766,Elsword: Ain-ui Gieog Animation,91,137,200
28859,Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,102,137,116
30100,Black Bullet: Tenchuu＊Girls,117,167,188
27787,Nisekoi:,1,47,60
3229,Kimi ga Aruji de Shitsuji ga Ore de,131,106,4
8841,Kore wa Zombie Desu ka?,161,4,104
18939,Shimajirou Hesoka,198,61,95
390,Suzuka,100,111,126
4504,Kinkyuu Hasshin Saver Kids,4,184,178
13781,Dokkiri Doctor Special,146,61,95
13833,Nagareboshi Lens,178,187,10
11237,Hidamari Sketch x SP,43,169,126
3358,Kure-nai,207,111,47
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,161,4,24
5305,Koihime†Musou OVA,13,167,49
552,Digimon Adventure,74,108,18
101,Air,207,111,55
34525,Centaur no Nayami,189,133,133
1509,Mamotte! Lollipop,160,149,3
11739,Kimi to Boku. 2,15,82,157
4013,Paul no Miracle Daisakusen,109,15,178
30240,Prison School,183,4,29
6932,Kemono to Chat,156,164,178
27687,Oshiri Kajiri Mushi (TV) 3rd Season,169,219,184
35255,Soutai Sekai,91,137,3
1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,99,149,149
404,Bastard!!: Ankoku no Hakaishin,173,175,111
10361,Macross F: Choujikuu Gekijou,91,137,49
31821,Arslan Senki (TV): Fuujin Ranbu,183,4,157
4752,Vampire Knight: Guilty,168,82,185
80,Mobile Suit Gundam,106,193,157
3501,Wellber no Monogatari: Sisters of Wellber Zwei,143,200,175
2452,Space Adventure Cobra,173,175,178
111,Corrector Yui,160,149,140
33433,Shuumatsu no Izetta,183,4,4
11741,Fate/Zero 2nd Season,48,41,29
10075,Naruto x UT,86,180,169
32875,Shokupan Mimi Specials,169,219,49
32502,BlazBlue: Alter Memory Specials,193,15,207
22663,Seiken Tsukai no World Break,118,147,147
951,Chibi Maruko-chan,133,149,42
36760,Detective Conan: The Magician of Starlight,169,219,68
1713,Submarine Super 99,82,15,207
4513,Hakujaden,156,164,94
35079,Kino no Tabi: The Beautiful World - The Animated Series,183,4,157
2598,Juusenki L-Gaim,10,196,49
2583,Soukou Kihei Votoms: The Last Red Shoulder,63,164,178
1293,Urusei Yatsura,59,149,213
9645,Be-Bop Highschool,109,15,207
28387,Joukamachi no Dandelion,1,47,169
7661,Giant Killing,15,82,169
3223,Kiddy Grade: Truth Dawn,119,175,200
19685,Kanojo ga Flag wo Oraretara,118,147,167
6893,Oni Chichi,85,74,4
9455,Ninpen Manmaru,157,195,195
32634,Okusama ga Seitokaichou!: Okusama Gekijou,162,68,89
3468,Maria-sama ga Miteru Specials,88,98,42
1136,Betterman,187,178,178
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,1,47,4
35235,Hitorigurashi no Shougakusei,91,137,200
16928,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,84,209,173
34934,Koi to Uso,118,147,4
25805,Pokemon the Movie XY: Ring no Choumajin Hoopa,38,207,173
1827,Seirei no Moribito,150,41,97
6736,Mouryou no Hako Special,89,57,172
920,Nurse Witch Komugi-chan Magikarte Special,190,31,175
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,207,111,126
23877,Gondora,82,15,207
15061,Aikatsu!,56,137,89
14941,AKB0048: Next Stage,166,52,169
32827,B: The Beginning,183,4,126
36593,Hug tto! Precure,148,207,89
2579,Anime 80-nichikan Sekai Isshuu,133,149,178
631,Mahoromatic Summer Special,119,175,218
1391,Future GPX Cyber Formula,133,149,178
34032,King of Prism: Pride the Hero,169,219,178
3863,Sweet Valerian Specials,109,15,178
32830,Chou Shounen Tanteidan Neo,91,137,49
15313,Wooser no Sono Higurashi,113,164,69
25731,Cross Ange: Tenshi to Ryuu no Rondo,149,59,169
3625,Battle Royal High School,201,196,178
36737,Real Eroge Situation! The Animation,14,15,116
773,Tenamonya Voyagers,192,196,175
31884,Mahoutsukai Precure!,56,137,188
5959,Mizugi Kanojo: The Animation,6,15,175
24439,Kekkai Sensen,183,4,29
1564,Pokemon Advanced Generation,114,201,126
30246,Space☆Dandy 2nd Season Picture Drama,91,137,178
908,Fullmetal Alchemist: Premium Collection,116,148,169
5832,Tiger Mask Nisei,133,149,213
33,Kenpuu Denki Berserk,150,41,97
4639,Gosenzo-sama Banbanzai!,10,196,175
595,X OVA,116,148,172
9107,Pokemon Best Wishes!,38,207,173
299,.hack//Liminality,23,98,179
24701,Mushishi Zoku Shou 2nd Season,150,41,97
21305,Trick or Alice,169,219,184
1662,Space Fantasia 2001 Nights,10,196,178
17827,Daitoshokan no Hitsujikai,118,147,147
30291,Mini Hama: Minimum Hamatora,91,137,200
